u_in,u_hat, u_tilde,Absolute Time
0.580043,0.568668,0.011375,3571913570.940898
0.580043,0.568695,0.011348,3571913570.950899
0.580043,0.568722,0.011321,3571913570.960898
0.580043,0.568749,0.011294,3571913570.970899
0.580043,0.568775,0.011267,3571913570.980895
0.580043,0.568802,0.011241,3571913570.990899
0.580043,0.568829,0.011214,3571913571.000900
0.580043,0.568856,0.011187,3571913571.010899
0.580043,0.568882,0.011161,3571913571.020900
0.580043,0.568909,0.011134,3571913571.030901
0.580043,0.568935,0.011108,3571913571.040900
0.580043,0.568962,0.011081,3571913571.050901
0.580043,0.568988,0.011055,3571913571.060901
0.580043,0.569014,0.011029,3571913571.070902
0.580043,0.569041,0.011002,3571913571.080897
0.580043,0.569067,0.010976,3571913571.090903
0.580043,0.240562,0.339481,3571913571.100903
0.580043,0.569567,0.010476,3571913571.110901
0.580043,0.569592,0.010451,3571913571.120902
0.580043,0.569617,0.010426,3571913571.130905
0.580043,0.569642,0.010401,3571913571.140903
0.580043,0.569667,0.010376,3571913571.150905
0.580043,0.569691,0.010352,3571913571.160904
0.580043,0.569716,0.010327,3571913571.170905
0.580043,0.569741,0.010302,3571913571.180900
0.580043,0.569765,0.010278,3571913571.190906
0.580043,0.569790,0.010253,3571913571.200906
0.580043,0.569814,0.010229,3571913571.210904
0.580043,0.569838,0.010205,3571913571.220906
0.580043,0.569863,0.010180,3571913571.230906
0.580043,0.569887,0.010156,3571913571.240907
0.580043,0.569911,0.010132,3571913571.250906
0.580043,0.569935,0.010108,3571913571.260909
0.580043,0.569959,0.010084,3571913571.270907
0.580043,0.569983,0.010060,3571913571.280903
0.580043,0.570007,0.010036,3571913571.290908
0.580043,0.914246,-0.334203,3571913571.300908
0.580043,0.568614,0.011429,3571913571.310908
0.580043,0.568641,0.011402,3571913571.320910
0.580043,0.568668,0.011375,3571913571.330910
0.580043,0.568695,0.011348,3571913571.340909
0.580043,0.568722,0.011321,3571913571.350909
0.580043,0.568749,0.011294,3571913571.360910
0.580043,0.568776,0.011267,3571913571.370911
0.580043,0.568803,0.011240,3571913571.380907
0.580043,0.568829,0.011213,3571913571.390912
0.580043,0.568856,0.011187,3571913571.400911
0.580043,0.568883,0.011160,3571913571.410910
0.580043,0.568909,0.011134,3571913571.420911
0.580043,0.568936,0.011107,3571913571.430912
0.580043,0.568962,0.011081,3571913571.440913
0.580043,0.568988,0.011054,3571913571.450912
0.580043,0.569015,0.011028,3571913571.460913
0.580043,0.569041,0.011002,3571913571.470914
0.580043,0.569067,0.010976,3571913571.480908
0.580043,0.569093,0.010950,3571913571.490912
